,PC1,PC2,PC3,PC4
1363,-136561574.8607466,-10982579.765588649,17595528.210258942,-71376305.94361252
1364,-107048310.17951664,59756456.24005493,47745460.872304074,-67963784.26027572
1365,-128459835.41469723,8436120.421345158,25872040.53046908,-70439528.46978827
1366,-140849577.3939555,-21260302.981410176,13215023.74803489,-71872113.56709406
1367,-145484296.29677892,-32369055.296140607,8480323.45862555,-72408010.86354311
1368,-138545244.85816517,-15737150.460709104,15569065.957036022,-71605671.1782584
1369,-95360017.50294666,87771606.89935277,59685896.501473285,-66612305.437759906
1370,-127022580.10878092,11881013.961000895,27340300.68940374,-70273343.36797366
1371,-145599963.85526308,-32646293.740367822,8362160.688862571,-72421385.1227328
1372,-133506548.41817917,-3660122.292493118,20716458.49429303,-71023063.28840615
1373,-155011266.20357403,-55203827.20426222,-1252164.7721899434,-73509583.04585516
1374,-163840508.78355432,-76366247.40798195,-10271874.117072003,-74530479.31324735
1375,-125276400.80386224,16066353.741559379,29124149.037866164,-70071438.40060507
1376,-110713883.82129739,50970605.24639584,44000812.50280147,-68387622.47906215
1377,-145161200.158804,-31594640.48348221,8810389.512270106,-72370652.32019217
1378,-144983404.23351032,-31168489.310548726,8992020.898465043,-72350094.36237806
1379,-165868699.33875576,-81227527.4547791,-12343817.337369528,-74764992.31349726
1380,-145164778.9817769,-31603218.40564271,8806733.485977937,-72371066.12771654
1381,-136672375.22000587,-11248152.235668985,17482337.636241123,-71389117.42452456
1382,-66121977.56347264,-77246301.2729611,52807775.36066371,-12560713.43988454
1383,-35692820.507018395,-4312003.428002977,83893358.2714004,-9042290.13489337
1384,-45559492.290382706,-27960991.707607646,73813840.02494471,-10183140.927469784
1385,-49201159.39468604,-36689542.18124332,70093613.91108619,-10604214.912037631
1386,-57660494.83218746,-56965348.35045408,61451791.443762615,-11582340.033703804
1387,-66185394.30655237,-77398302.05364515,52742990.574766554,-12568046.109217696
1388,-71722406.05730316,-90669720.10348016,47086532.93657577,-13208272.558728218
1389,-73771210.63282853,-95580408.98192166,44993531.0048354,-13445169.09031889
1390,-51991925.54895286,-43378605.881999165,67242644.60845356,-10926902.019594954
1391,-65181319.73327578,-74991680.21229598,53768725.31129723,-12451948.270161182
1392,-97102845.96942891,-151502971.59818143,21158579.436726484,-16142929.312843394
1393,-93406494.45009963,-142643350.47393337,24934669.63232939,-15715532.349302132
1394,-77068308.66130114,-103483077.10994467,41625307.1023868,-13826401.686433781
1395,-86786817.1735874,-126776939.41210477,31697148.344426807,-14950120.847498417
1396,-84554920.01476848,-121427404.03593217,33977192.58127453,-14692053.922957497
1397,-98116368.63535401,-153932239.15403423,20123192.790784474,-16260119.603764411
1398,-70618697.05246106,-88024288.90918279,48214051.44508038,-13080654.318191268
1399,-80886483.3146279,-112634690.70453598,37724765.77179845,-14267884.658106798
1400,-81088472.08321838,-113118828.63127442,37518419.64786844,-14291239.95478606
1401,-55732081.86147053,-52343220.77349162,63421804.6510343,-11359363.987235038
1402,-45758761.1535138,-28438610.4135041,73610272.48099673,-10206181.73043041
1403,-40675973.61448336,-16255902.244279396,78802707.2621855,-9618475.731921643
1404,-18248205.80791842,37500220.35112527,101714292.82994439,-7025226.737769235
1405,-67384156.84965223,-80271562.86047935,51518368.00787684,-12706655.07736716
1406,-70049664.19986759,-86660399.2856178,48795359.62547005,-13014858.921569085
1407,-94617568.14422634,-145546119.33299965,23697470.33499455,-15855564.815335609
1408,-75555754.92013259,-99857704.08798605,43170490.05444354,-13651510.074068343
1409,-76461769.74395177,-102029290.86213759,42244930.438318245,-13756269.58695524
1410,-84096687.52141605,-120329086.8824561,34445310.18765855,-14639070.007291734
1411,-93416515.15452136,-142667368.65593675,24924432.758646127,-15716691.010133943
1412,-92229634.30378905,-139822586.55062944,26136917.318180747,-15579455.882729093
1413,-56074217.337777145,-53163270.131989285,63072288.53743807,-11398923.98633507
1414,-75986645.2060696,-100890485.91610998,42730304.488866545,-13701332.50001088
1415,-94156186.2865601,-144440253.60806835,24168805.244580913,-15802216.749285059
1416,-75135744.25603302,-98850999.14323021,43599561.300092526,-13602945.62300045
1417,-86166678.72894087,-125290557.0600878,32330664.580268677,-14878416.279427256
1418,-101183133.61738832,-161282832.21176168,16990270.740434792,-16614719.547370005
1419,-73901336.63622068,-95892302.23163144,44860597.88878707,-13460215.131671
1420,-78738330.61348513,-107485878.70686716,39919258.99333586,-14019500.829370394
1421,-91634547.61986808,-138396249.65377596,26744841.370034054,-15510647.967534637
1422,-94217885.19462568,-144588136.98610935,24105775.351295464,-15809350.7909755
1423,-79443501.8920652,-109176072.48937155,39198875.572727084,-14101037.46398578
1424,-110099556.32500122,-182654210.5993051,7881500.595066976,-17645696.16602649
1425,-122041229.6680525,-211276678.14756614,-4317781.6955878185,-19026472.561272476
1426,-84629788.99147184,-121606854.16747777,33900708.51116881,-14700710.776101312
1427,-90825304.1692361,-136456609.8948443,27571542.035219107,-15417077.81010859
1428,-92923639.65470637,-141486017.21598712,25427940.699595116,-15659701.437837487
1429,-81209579.45273148,-113409105.51713374,37394699.71806803,-14305243.201145837
1430,-58008070.11942573,-57798436.15062962,61096718.17019364,-11622529.020209845
1431,-94788063.27066797,-145954771.5447198,23523297.24242721,-15875278.605769018
1432,-91602481.36603092,-138319391.4712179,26777599.365611874,-15506940.252115669
1433,-74349834.73119712,-96967287.43677898,44402424.6738441,-13512073.490602762
1434,-98898699.33734004,-155807372.938267,19323985.443242982,-16350577.928339344
1435,-73598568.21272609,-95166610.0168474,45169897.713096075,-13425207.015072674
1436,-48643435.62269963,-35352758.79169954,70663369.04838416,-10539727.147161847
1437,-64383957.97502396,-73080519.15488535,54583287.96911885,-12359751.953449054
1438,-60210477.776947804,-63077289.44819978,58846799.58999358,-11877186.170749648
1439,-76623962.00109611,-102418042.29444547,42079239.32674897,-13775023.34393231
1440,-2641817.7407282745,74906480.19178721,117657346.04370615,-5220711.437231305
1441,-72590199.05188258,-92749694.66890544,46200019.681177065,-13308612.60698537
1442,-93778548.88647309,-143535111.26168653,24554589.13892181,-15758551.779274061
1443,-93967510.73944217,-143988025.5517608,24361550.95069532,-15780400.816564403
1444,-121291108.37293333,-209478745.66272566,-3551478.584749578,-18939738.504148822
1445,-42494235.08442528,-203502485.60149595,51553359.1410654,-27452935.02730591
1446,-36443161.20184728,-188998934.8125271,57734968.39586316,-26753269.26498496
1447,-44627786.18794891,-208616299.67669803,49373782.506726466,-27699630.521075275
1448,-22154925.211925358,-154752095.26207128,72331434.00576678,-25101167.552115146
1449,16120013.871556439,-63012590.22309804,111432050.23629776,-20675562.28744747
1450,-855631.8651749094,-103700763.08231458,94090201.36307935,-22638400.34656896
1451,17276689.456397533,-60240205.78082537,112613677.93392655,-20541819.695549015
1452,35366923.81980871,-16880524.843943533,131094159.63557787,-18450105.42101655
1453,20627326.676544804,-52209211.93728141,116036595.9897061,-20154396.53886871
1454,-9518673.90629566,-124464824.58089995,85240277.87920442,-23640079.39252154
1455,-10356404.787791923,-126472744.60022917,84384475.24473366,-23736943.457842126
1456,8662033.101870393,-80888293.7718008,103813183.92552169,-21537904.063771196
1457,9707765.174550388,-78381824.91650295,104881474.80809243,-21416989.50512737
1458,33562481.27686981,-21205513.197264843,129250791.17906472,-18658747.17483099
1459,-4725484.722233334,-112976241.8729022,90136867.01283029,-23085858.698887665
1460,22826728.122766685,-46937564.09432473,118283443.50781895,-19900086.98664216
1461,-6051367.057233038,-116154190.47492322,88782382.39210792,-23239166.110541735
1462,13473259.5537058,-69356478.33610925,108728199.43165319,-20981597.780189108
1463,-6576738.2696649525,-117413429.44807938,88245677.73241071,-23299913.055104353
1464,26752840.076945763,-37527240.36736789,122294250.5913721,-19446123.580006972
1465,110200541.64187533,162484856.8827209,207542108.1279588,-9797340.428068694
1466,-1016249.4402118461,-104085740.22887154,93926118.90307823,-22656972.028233655
1467,11492023.155904911,-74105216.04415874,106704223.2763064,-21210681.625708975
1468,-22110261.50124069,-154645042.79350033,72377061.21388178,-25096003.23416858
1469,-27244154.6323241,-166950243.69117695,67132418.37724088,-25689618.404126387
1470,-14922839.748308714,-137417830.16012973,79719531.93696818,-24264945.30668542
1471,-14196481.83772908,-135676855.07843515,80461559.03322661,-24180958.93152534
1472,-14273211.802268006,-135860765.72955623,80383173.82952258,-24189830.96484939
1473,-3388865.918330059,-109772559.50439255,91502319.7124192,-22931309.86462355
1474,-17260670.067125387,-143021272.0322531,77331269.32187232,-24535260.933949813
1475,-20105977.483499188,-149841063.26673496,74424582.178547,-24864254.468179554
1476,-9038682.169186635,-123314353.66072649,85730624.1254993,-23584579.527304452
1477,-22957869.934143126,-156676637.87799206,71511167.94684415,-25194009.408254255
1478,-10494261.04872425,-126803166.16184394,84243645.11194867,-23752883.32364407
1479,-16499096.538505679,-141195890.19649303,78109271.71683684,-24447202.692717135
1480,-24862376.367414437,-161241464.93491608,69565576.99519508,-25414221.220427413
1481,-30082877.01444202,-173754251.5488767,64232458.322283685,-26017850.532476597
1482,-31648111.029869244,-177505891.58499178,62633458.66314099,-26198833.391365085
1483,-34995312.57996244,-185528650.62326172,59214050.39260208,-26585859.292822123
1484,-28820984.03419776,-170729676.1950853,65521573.19290214,-25871941.99935952
1485,-41236636.69177982,-200488203.75428262,52838086.78011261,-27307523.06314213
1486,-39220470.98176732,-195655745.5259448,54897745.7520684,-27074400.456174362
1487,-30308915.473410364,-174296033.1125337,64001543.701670304,-26043986.615720097
1488,-8562841.866723267,-122173833.13026047,86216729.381297,-23529559.67882281
1489,-33238826.264863577,-181318606.42688963,61008428.096798055,-26382762.559827443
1490,-27818913.60178605,-168327857.99014604,66545260.554709084,-25756075.89251651
1491,-14792856.897946322,-137106280.02725416,79852318.81189077,-24249915.81736555
1492,-29431960.692131214,-172194099.06632543,64897416.38430304,-25942587.219931457
1493,-35540295.74227565,-186834896.60986218,58657310.70883055,-26648873.90264341
1494,-41782049.312849775,-201795479.09154224,52280908.37318604,-27370587.32986638
1495,-32746380.22379266,-180138284.33760512,61511497.31460034,-26325822.644464586
1496,-41486438.535288304,-201086942.7210852,52582896.144919075,-27336406.82834771
1497,-44824907.75732764,-209088771.6292835,49172408.578532994,-27722423.039445065
1498,-23363994.76512115,-157650060.4847589,71096282.08319978,-25240968.28609507
1499,-25889498.560636718,-163703328.59497866,68516297.44934255,-25532983.979940906
1500,-31447840.096305996,-177025871.0608902,62838049.89445044,-26175676.722297102
1501,-17441042.74497293,-143453599.30913574,77147005.59673794,-24556116.83314901
1502,-29898925.513635207,-173313346.34982696,64420378.07370079,-25996580.825720027
1503,-34276971.23284233,-183806890.08720654,59947887.989965715,-26502799.84651631
1504,-43926766.34404894,-206936056.28388506,50089924.93681537,-27618573.903111767
1505,-43311924.557304814,-205462369.25671163,50718030.25380988,-27547481.770413194
1506,-52412548.277159326,-237413047.1555983,56457880.32395307,1969074.8385328664
1507,-35550995.41680402,-196998338.45485833,73683175.07897714,3918720.7137752413
1508,-14921228.271823596,-147551763.95288777,94757973.03755072,6304072.807649583
1509,-43140533.718971975,-215189366.42218184,65929913.24170208,3041167.3728486975
1510,-43161147.739295915,-215238775.25382632,65908854.530259155,3038783.8415079582
1511,-26724043.28367412,-175841408.12125188,82700544.56693375,4939352.144710042
1512,-42152349.119842745,-212820830.55515578,66939415.22139709,3155427.906854901
1513,-42402294.11627005,-213419912.63884494,66684078.34515207,3126527.589348146
1514,-34675185.85902383,-194899149.34367192,74577877.83309807,4019987.6915141074
1515,-46442642.09975437,-223104043.64115998,62556570.90234603,2659355.4465578124
1516,-38102839.349548295,-203114740.07210967,71076282.09151082,3623659.396908863
1517,-41216701.641808465,-210578218.5855151,67895246.73522118,3263613.746045304
1518,-32591738.277121287,-189905426.17871663,76706270.0993462,4260889.879942546
1519,-43733902.56802688,-216611585.9163225,65323744.08236177,2972558.085656175
1520,-13005985.36979501,-142961203.1294063,96714532.06796867,6525526.042787539
1521,6867218.598714536,-95328001.37216474,117016446.06837806,8823399.225995408
1522,-33840604.34174417,-192898777.8958438,75430463.16443135,4116487.6062142993
1523,-36379993.97039451,-198985328.34404638,72836293.14856052,3822866.3391736047
1524,-35032209.23880069,-195754882.8584029,74213152.6501911,3978706.252877163
1525,-31982193.148377012,-188444434.4763407,77328964.49742846,4331369.577504765
1526,-40072480.36091305,-207835685.31236094,69064151.46135323,3395916.287758665
1527,-11708.613954524088,-111815797.11529991,109989124.81167603,8028011.507121234
1528,83855717.30923672,89202318.8457722,195665761.11180824,17725326.00552567
1529,37532291.66554243,-21828246.89838677,148343034.2322948,12369100.722997248
1530,17904308.647136033,-68873689.42919116,128291631.15342481,10099581.63136379
1531,-11257945.076911837,-138771402.82933316,98500281.55011569,6727646.190023763
1532,1155130.8281297362,-109019051.37409157,111181135.62397477,8162929.312388816
1533,-21471333.229890596,-163251420.2078468,88066567.47647476,5546705.724479667
1534,-28822235.61622565,-180870472.32550827,80557089.47236152,4696745.069282576
1535,-17642851.56640185,-154075102.1974332,91977638.16278456,5989380.4618230825
1536,-33051115.993922267,-191006488.26723835,76236982.56448409,4207773.546104795
1537,-31976896.490376815,-188431739.15154344,77334375.41634132,4331982.012640303
1538,-39088304.043365456,-205476756.71822447,70069558.69169995,3509713.356978665
1539,29046186.632203925,-42168215.92535814,139673864.68830606,11387880.321047893
1540,-16650944.99123303,-151697645.29142988,92990942.40992199,6104071.355296374
1541,7494657.842323563,-93824120.05898659,117657420.59792149,8895947.961179284
1542,-13037622.16487507,-143037031.96130538,96682212.7955465,6521867.984270712
1543,-19986980.61365084,-159693641.21255898,89582940.94141449,5718336.533315707
1544,-36621779.25044332,-199564852.7652097,72589292.0122622,3794909.5028218175
1545,-34354380.16773328,-194130224.40120506,74905604.02992818,4057081.3980052136
1546,-25775798.34877487,-173568601.86560658,83669245.29330671,5048994.586385719
1547,-29896311.966852155,-183444878.32431668,79459842.86155605,4572553.155048059
1548,-25560782.664605208,-173053240.30218405,83888899.35291213,5073856.142556171
1549,439223.0805888793,-110734978.92305762,110449784.1244615,8080151.255302182
1550,-28177045.410713498,-179324044.51839402,81216197.89228553,4771346.2898905855
1551,-19636542.26818673,-158853691.07458323,89940939.03591542,5758856.566211035
1552,-38438103.48569131,-203918319.82008538,70733785.54843287,3584893.908120975
1553,-22665085.420772966,-166112671.92368245,86847063.3464311,5408676.086730018
1554,-39394937.59572566,-206211713.088916,69756310.3589588,3474258.328387051
1555,-46856640.34130256,-224096337.67666605,62133641.78083941,2611486.1922355704
1556,-48120680.61533058,-227126059.7837537,60842333.294445604,2465329.3746038433
1557,-50355870.29128454,-232483486.84831393,58558925.51340912,2206881.7471404267
1558,-42119853.40729203,-212742943.02191818,66972611.94010139,3159185.279281653
1559,-34802591.95690224,-195204523.37256536,74447723.29706827,4005256.1437489344
1560,-25773078.443358503,-173562082.64474434,83672023.87326002,5049309.080208628
1561,-34489087.06447625,-194453097.39130583,74767991.20026225,4041505.682889717
1562,-38048870.69915967,-202985385.00590935,71131414.96796848,3629899.614481042
1563,-35355305.37683678,-196529297.67103264,73883086.59650585,3941347.7096745777
1564,7134485.098287949,-94687402.14519879,117289478.11184897,8854302.372024113
1565,-30938894.67536014,-185943798.60809252,78394769.28209305,4452002.747132803
1566,-29314824.81025847,-182051137.53165883,80053874.01347892,4639788.601723079
1567,-38372539.448828645,-203761172.2861047,70800763.95010482,3592474.861970744
1568,-34047746.61545828,-193395268.03047338,75218852.36261246,4092536.4268034087
1569,27609933.39667697,-45610707.64678867,138206628.2167045,11221811.085444521
1570,63949326.09288001,-188590406.54061344,107836633.97853774,44268571.89356803
1571,56727690.79232605,-205899624.1098378,100459211.64409763,43433557.966153756
1572,51124828.69887387,-219328875.92742595,94735483.12213096,42785717.45819354
1573,50130488.52408353,-221712165.82049853,93719692.77711497,42670745.175603524
1574,36087330.33134579,-255371589.2614036,79373591.84769908,41046981.002007164
1575,38490438.3811882,-249611686.0890729,81828540.38236411,41324844.47851723
1576,43134175.91790335,-238481317.41049793,86572453.85802974,41861784.5699279
1577,34817707.09348005,-258414692.92706168,78076579.96028951,40900178.64463732
1578,40218150.959585026,-245470608.38687122,83593523.63517113,41524614.199015304
1579,32892729.792816997,-263028585.69874996,76110076.53825812,40677599.85339229
1580,33426117.568697903,-261750132.1799494,76654970.69684285,40739273.726834655
1581,35895075.96124163,-255832395.23986557,79177190.11528379,41024751.26179439
1582,54543320.402587175,-211135244.6797189,98227719.43640982,43180986.40553753
1583,41971631.063386686,-241267769.6451139,85384830.27728178,41727363.33368936
1584,51071718.96595595,-219456172.2922877,94681227.69195503,42779576.55453107
1585,32871256.854979545,-263080053.23171285,76088140.38050504,40675117.008245766
1586,36444496.86404106,-254515512.62978593,79738463.2716573,41088278.99294634
1587,45643503.43358131,-232466821.5084436,89135913.2530462,42151929.8537635
1588,39361523.89279181,-247523819.8352078,82718417.18187772,41425565.229965776
1589,56638935.9825981,-206112356.5794181,100368542.19205177,43423295.53954787
1590,79338551.18218449,-151704655.01670197,123557839.51696382,46047977.35325646
1591,131023912.55679534,-27822303.17479961,176358171.22845522,52024185.62119992
1592,55904418.35564012,-207872889.32363844,99618179.35584705,43338365.68323224
1593,38531236.96307909,-249513897.7764431,81870219.08209458,41329561.884296186
1594,53468098.8286092,-213712395.61361855,97129302.89719065,43056662.072895445
1595,47239085.8678186,-228642440.6924074,90765916.01514624,42336421.80045941
1596,42065539.37819544,-241042684.9676223,85480764.40718807,41738221.64313092
1597,38065989.976602145,-250629027.65730768,81394935.66411264,41275766.906119265
1598,56883011.70934965,-205527342.288072,100617883.18517739,43451517.212714925
1599,38965706.07198898,-248472538.0261586,82314060.67396365,41379798.11776325
1600,36500612.808094956,-254381010.81023344,79795789.76381098,41094767.49532035
1601,33198504.427460287,-262295688.0292811,76422447.42455333,40712955.56867127
1602,38174499.8889794,-250368945.05732563,81505786.38118383,41288313.55065082
1603,25542543.170915283,-280645922.2319033,68601329.73929565,39827721.9600911
1604,35860719.26053818,-255914743.29252917,79142092.26276974,41020778.709956504
1605,47207305.91965577,-228718612.64111564,90733450.50156274,42332747.190038815
1606,35127490.00985058,-257672187.98477188,78393045.59603031,40935997.82434952
1607,30301375.654436503,-269239687.57664573,73462821.0205158,40377970.101493515
1608,35144811.51303941,-257630670.84151506,78410740.76328444,40938000.65276782
1609,35792005.859458506,-256079439.39801076,79071896.5579601,41012833.60548729
1610,29260653.93391738,-271734147.3409183,72399648.57475333,40257634.873386726
1611,32721232.595792063,-263439639.7286038,75934879.75822821,40657770.19721792
1612,34741263.4346153,-258597917.34433278,77998487.23857959,40891339.71631205
1613,38577904.81448224,-249402041.67139328,81917893.66483541,41334957.9348113
1614,34575349.2015917,-258995589.8156934,77828993.85967469,40872155.59947908
1615,34423034.495865144,-259360666.18284422,77673393.38068002,40854543.95123893
1616,41292227.31004797,-242896202.38798568,84690770.24586745,41648806.11364654
1617,37053612.53386498,-253055550.27799228,80360718.94647524,41158709.03400234
1618,37198196.98197012,-252709002.22270814,80508422.40867883,41175426.857989684
1619,37309713.105805665,-252441714.1681871,80622344.18794279,41188321.1004512
1620,59475367.91783555,-199313838.59181732,103266162.3900633,43751262.83151359
1621,74703545.97335969,-162814093.56512824,118822846.74534199,45512046.95260202
1622,65477340.34922548,-184927976.8948905,109397610.96413265,44445251.154599056
1623,63667601.14828976,-189265660.5730108,107548831.58870906,44235996.96564095
1624,87836681.06054856,-131335864.17119442,132239293.30918536,47030588.148884185
1625,157570046.68749028,35804949.12609592,203476965.6120804,55093627.7625718
1626,127643785.83513615,-35923979.09684471,172905127.51588464,51633352.691040315
1627,113190065.07094733,-70567461.768002,158139607.25023118,49962116.51824034
1628,66144432.951321974,-183329052.20414934,110079094.2649581,44522384.87728031
1629,48237863.782880016,-226248514.1757544,91786239.8326209,42451907.204901904
1630,50369267.59261989,-221139846.85384864,93963622.85118453,42698354.41415664
1631,43312973.91341388,-238052764.41925794,86755108.93144256,41882458.39437145
1632,73958005.5715934,-164601046.30957863,118061223.34812282,45425842.56923681
1633,-85321801.55871096,-185588102.068907,79496945.20635422,26335776.05663588
1634,-92854508.15206933,-203642912.63232172,71801741.0665988,25464793.979197375
1635,-85648619.67259616,-186371437.92060354,79163076.88535342,26297987.15350417
1636,-76707431.51002356,-164940700.31170344,88297146.73265451,27331827.320260722
1637,-76002975.99603811,-163252222.11363116,89016798.94800481,27413281.193371248
1638,-97013959.36409165,-213612516.88413814,67552561.06878942,24983850.321993757
1639,-85511622.32919353,-186043075.06029972,79303029.57181764,26313827.70553966
1640,-97369980.6734357,-214465848.5806644,67188859.57324453,24942684.7494626
1641,-86882311.52781396,-189328419.24777022,77902771.50191727,26155339.423679654
1642,-93210958.92017007,-204497273.67950726,71437600.84789895,25423578.749763306
1643,-76207827.8230069,-163743222.378098,88807528.00304106,27389594.850672472
1644,-36404158.718421385,-68339572.10904673,129469852.42453457,31991962.137479387
1645,-74274118.19431657,-159108399.4763255,90782952.12920769,27613183.33234168
1646,-77701771.68484053,-167323990.20476347,87281356.38762073,27216855.0377353
1647,-77043554.56366494,-165746338.76100475,87953772.7432763,27292962.51763008
1648,-94260985.58044532,-207014036.0413846,70364922.73375894,25302167.622157604
1649,-92931667.57539164,-203827852.63408944,71722917.13972187,25455872.28903511
1650,-99400604.8282854,-219332961.61451802,65114430.25505055,24707890.360160742
1651,-93543932.60959525,-205295363.55730733,71097444.16165778,25385078.097754158
1652,-94879692.49600017,-208496987.22449127,69732868.90836897,25230628.57733266
1653,-94384383.39655091,-207309802.79747853,70238862.94720499,25287899.538714997
1654,-59182651.176357225,-122936331.07616755,106199976.28012529,29358160.00599671
1655,-33407681.81969891,-61157449.44249302,132530970.11842328,32338434.901605923
1656,-78604207.68568681,-169486999.05675447,86359452.79778768,27112509.332372844
1657,-73880590.82021655,-158165171.15555727,91184968.78029448,27658685.60772891
1658,-90260577.26133853,-197425634.6503807,74451628.9231445,25764721.672975056
1659,-65342807.58314915,-137701336.9325885,99906931.34394237,28645881.390330713
1660,-87523063.9929084,-190864210.4313731,77248196.55454981,26081251.32456862
1661,-89525916.4814617,-195664758.7892739,75202138.00040087,25849668.081591703
1662,-83936653.91530658,-182268103.07589558,80911973.62245734,26495936.120959
1663,-81470129.1223853,-176356199.1228804,83431706.94301899,26781132.26680424
1664,-93360124.26170789,-204854801.47514385,71285217.6720231,25406331.252211135
1665,-43367975.61203499,-85030836.16581601,122355810.22416405,31186758.904192008
1666,-46291015.063380145,-92036939.86962382,119369714.18977292,30848777.470531378
1667,-79202730.0396752,-170921570.75887573,85748018.96068503,27043304.16198748
1668,-54821497.50158275,-112483275.13138525,110655209.9197611,29862425.85527928
1669,-81893145.9977819,-177370109.52225116,82999564.63528487,26732220.217415422
1670,-43848826.2666737,-86183365.78730047,121864586.53154841,31131159.725208346
1671,-88524704.96656424,-193264999.2856528,76224947.91589728,25965434.874630615
1672,-87383919.35572286,-190530700.81777263,77390342.85678883,26097340.161120694
1673,-86187590.41235472,-187663272.99795565,78612479.32572637,26235667.740420647
1674,-90910348.3603115,-198983042.19783428,73787840.78952965,25689590.778870396
1675,-88819027.36786807,-193970447.60412616,75924276.31362103,25931403.34385137
1676,-111652633.69955981,-248699306.57253116,52598097.36433014,23291228.576427776
1677,-89151714.75142878,-194767851.24816597,75584412.10950102,25892935.796379574
1678,-87240909.58973843,-190187927.04823318,77536437.6674154,26113875.909827877
1679,-76313331.5242879,-163996099.52337065,88699748.34792148,27377395.80494891
1680,-74989739.63599081,-160823640.79153234,90051893.1118169,27530438.37978727
1681,-90105113.19140916,-197053009.71172246,74610446.70526749,25782697.471869085
1682,-78944195.86812557,-170301901.66199544,86012130.30002292,27073197.617583506
1683,-90581096.64680474,-198193873.35906854,74124195.20840913,25727661.071118742
1684,-85136704.8345926,-185144451.93474716,79686034.88615857,26357178.181896824
1685,-89331657.97050619,-195199149.17439574,75400587.10753083,25872129.554050826
1686,-78832393.43845224,-170033927.3737015,86126344.56139015,27086124.96464708
1687,-90324996.07486413,-197580037.24926338,74385820.4498766,25757273.137567654
1688,-65474508.26856531,-138017004.46808848,99772389.57638165,28630653.27346399
1689,-79363204.46179269,-171306204.7885465,85584082.7417357,27024749.032622393
1690,-61479539.76037733,-128441641.51876849,103853538.60580298,29092578.336844422
1691,-64590825.30009703,-135898943.92821845,100675135.58844376,28732830.627398446
1692,-88313697.56412463,-192759244.99504977,76440507.22605509,25989832.96637488
1693,-97410206.64372107,-214562264.42571545,67147765.83767387,24938033.553057663
1694,-94034374.50984469,-206470882.01016155,70596422.31855012,25328369.91471018
1695,-90737992.24596667,-198569929.46657062,73963915.01574038,25709519.749320142
1696,-107682144.34053649,-239182616.61077484,56654239.17389299,23750323.19641379
1697,-101888173.10033154,-225295303.74981606,62573199.49986144,24420261.026179057
1698,-98153313.44581386,-216343384.1831211,66388628.53836806,24852110.55868324
1699,-106551236.28110035,-236471993.2080577,57809543.48221811,23881086.37413644
1700,-84295538.2830724,-183128297.11012974,80545347.30584966,26454439.502513677
1701,-109627199.50356713,-188177667.8923088,100200222.98945503,10339220.617734214
1702,-120598152.90344921,-214473459.83375654,88992601.27028796,9070685.37541697
1703,-119058543.26050794,-210783237.7203106,90565423.78117865,9248705.372430498
1704,-105375557.81176282,-177987096.36563796,104543582.22455071,10830823.956767406
1705,-102784489.9793838,-171776680.72143793,107190545.26008035,11130420.604461024
1706,-115811119.29489926,-202999631.1518753,93882902.03869186,9624194.32010622
1707,-111335443.28499143,-192272081.69795737,98455128.51967727,10141702.010169247
1708,-112054643.54962529,-193995900.9353309,97720413.47600317,10058543.25005804
1709,-113449382.43862355,-197338888.7597199,96295586.90941948,9897274.181633808
1710,-101527750.50422055,-168764457.5755576,108474395.45283808,11275733.254742973
1711,-116883477.81049877,-205569919.74804676,92787410.32050662,9500201.033483483
1712,-114186047.3593652,-199104568.2572367,95543030.4574395,9812096.040803397
1713,-104164484.11773378,-175084327.50652564,105780781.52182029,10970856.423037559
1714,-119263824.54623355,-211275267.3354367,90355714.11305973,9224969.372828852
1715,-117602105.46345696,-207292366.51787457,92053280.24103926,9417108.482576216
1716,-104479849.99810567,-175840214.00730866,105458612.4849544,10934391.703984082
1717,-113126286.30063024,-196564473.94707018,96625652.96307628,9934632.724940252
1718,-121392937.90927081,-216378444.78715974,88180670.9513231,8978787.00038988
1719,-107343051.529344,-182702894.85259292,102533645.21016827,10603329.132132182
1720,-80396661.83719647,-118116287.73734438,130061329.57441859,13719051.506640699
1721,9480466.775005989,97306218.23252119,221877311.46541086,24111248.152383942
1722,-102571907.89479378,-171267152.1451042,107407713.22183487,11155000.771413041
1723,-115746414.1755494,-202844542.31921336,93949002.99405402,9631675.960148461
1724,-112398640.01378055,-194820410.8133977,97368996.2287997,10018768.070809426
1725,-96168105.22000685,-155918161.3479967,113949660.42798871,11895451.403342776
1726,-117898288.85269433,-208002275.35587716,91750707.50509907,9382861.771854127
1727,-110245620.11328442,-189659932.8416425,99568461.64616792,10267714.67751187
1728,-122104980.52795905,-218085108.18021208,87453267.96023302,8896455.855327982
1729,-117853481.9890737,-207894879.7704277,91796480.954277,9388042.642060217
1730,-103265054.32818507,-172928524.10914922,106699614.04956754,11074854.530080128
1731,-99833822.01468821,-164704355.45855075,110204865.81744654,11471596.632210962
1732,-118498815.34754692,-209441650.6944085,91137226.29327312,9313424.869253535
1733,-119051958.2262382,-210767454.34353498,90572150.86955562,9249466.778276315
1734,-115746557.32846852,-202844885.43609962,93948856.75300203,9631659.407847917
1735,-121000698.91144133,-215438304.518369,88581371.43294421,9024140.305069039
1736,-121070414.3829534,-215605402.44205543,88510152.0407728,9016079.334492972
1737,-119655490.932388,-212214035.13668123,89955598.59564434,9179682.277355066
1738,-121830270.07655941,-217426666.87517226,87733904.53841963,8928219.72090418
