date,adj_close,close,high,low,open,volume,ticker,revenues,cost_of_goods,gross_profit,general/admin_expense,sales_+_marketing_expense,research_&_development,operating_income,interest_income/expense,other_income/expense_net,tax_expense,net_income,earnings_per_share_(basic),earnings_per_share_(diluted),weighted_average_shares,weighted_average_shares_(diluted),cash_and_equivalents,short-term_investments,cash_and_short-term_investments,receivables,inventory,other_current_assets,current_assets,property_plant_&_equipment,tax_assets,long-term_investments,goodwill,other_intangible_assets,goodwill_and_intangible_assets,other_non-current_assets,non-current_assets,other_assets,total_assets,payables,short-term_debt,tax_payables,deferred_revenue,other_current_liabilities,current_liabilities,long-term_debt,deferred_revenue_non-current,deferred_tax_non-current,other_non-current_liabilities,non-current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comp._income/loss,other_stockholders_equity,total_stockholders_equity,total_liabilities_&_stockholders_equity,depreciation_and_amortization,deferred_income_tax,stock_based_compensation,change_in_working_capital,accounts_receivables,accounts_payables,otherworkingcapital,other_non_cash_items,cash_flow_from_operating_activities,capital_expenditure,net_acquisitions,purchases_of_investments,other_investing,net_cash_from_investing,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activites,net_cash_from_financing,fx_effect,net_change_in_cash,cash_at_end_of_period,cash_at_start_of_period,ebitda,free_cash_flow,enterprise_valuation,market_capitalization,book_value_per_share,enterprise_value_to_ebitda,free_cash_flow_per_share,price_to_sales,price_to_earnings_ratio,price_to_book_value,price_to_free_cash_flow,earnings_yield,inventory_turnover,current_ratio,debt_to_equity_ratio,ebitda_margin,gross_margin,net_income_margin,dividend_yield,payout_ratio,return_on_assets,return_on_equity,return_on_capital
2012-10-31,18.012027740478516,21.261428833007812,21.498571395874023,20.989286422729492,21.24571418762207,510003200,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-01,18.048931121826172,21.30500030517578,21.53571319580078,21.22035789489746,21.364999771118164,361298000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-02,17.451688766479492,20.600000381469727,21.319643020629883,20.52678680419922,21.28178596496582,599373600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-05,17.688274383544922,20.87928581237793,20.991785049438477,20.628570556640625,20.84000015258789,529135600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-06,17.634733200073242,20.816070556640625,21.097856521606445,20.717500686645508,21.07964324951172,374917200,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-07,16.95998191833496,19.928571701049805,20.519285202026367,19.84821319580078,20.494285583496094,793648800,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-08,16.344497680664062,19.20535659790039,20.07964324951172,19.11750030517578,20.022499084472656,1056146000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-09,16.627464294433594,19.537857055664062,19.817142486572266,19.06142807006836,19.30071449279785,929913600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-12,16.498899459838867,19.38678550720215,19.803571701049805,19.237499237060547,19.79107093811035,515802000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-13,16.501018524169922,19.389286041259766,19.65999984741211,19.15571403503418,19.24678611755371,532949200,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-14,16.318052291870117,19.174285888671875,19.551786422729492,19.1492862701416,19.48214340209961,477170400,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-15,15.975815773010254,18.77214241027832,19.26785659790039,18.665000915527344,19.197500228881836,789910800,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-16,16.038427352905273,18.845714569091797,18.928571701049805,18.0625,18.757143020629883,1266893600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-19,17.19493293762207,20.20464324951172,20.26785659790039,19.281429290771484,19.311071395874023,823317600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-20,17.04842758178711,20.032499313354492,20.426786422729492,19.806428909301758,20.425357818603516,642754000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-21,17.07244110107422,20.060714721679688,20.263214111328125,19.878570556640625,20.15178680419922,373002000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-23,17.370298385620117,20.41071319580078,20.428571701049805,20.092857360839844,20.256071090698242,272826400,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-26,17.91830825805664,21.054643630981445,21.071428298950195,20.489643096923828,20.56785774230957,630579600,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
2012-11-27,17.773942947387695,20.885000228881836,21.086429595947266,20.717857360839844,21.055356979370117,533330000,AAPL,35966000.0,21565000.0,14401000.0,2551000.0,0.0,906000.0,10944000.0,0.0,-51000.0,2670000.0,8223000.0,0.30974,0.30974,26548000.0,26548000.0,10746000.0,18383000.0,18383000.0,18692000.0,791000.0,9041000.0,57653000.0,15452000.0,13847000.0,92122000.0,1135000.0,4224000.0,5359000.0,5478000.0,118411000.0,14519000.0,176064000.0,21175000.0,0.0,0.0,5953000.0,14084000.0,38542000.0,0.0,2648000.0,2583000.0,5465000.0,19312000.0,5465000.0,57854000.0,16422000.0,101289000.0,499000.0,491000.0,118210000.0,176064000.0,981000.0,339000.0,448000.0,-855000.0,-3273000.0,2017000.0,19111000.0,448000.0,9136000.0,-3461000.0,0.0,-30141000.0,-3543000.0,-4313000.0,-81000.0,232000.0,232000.0,-2488000.0,3035000.0,-2022000.0,0.0,2801000.0,10746000.0,7945000.0,11874000.0,5635000.0,621760126.548,632506126.548,4.45268946813319,52.3631570277918,0.212257043845111,17.5862238377356,76.9191446610726,5.35069898103375,112.245985190417,0.013000664586252,27.2629582806574,1.49584868455192,0.489417138989933,0.330145,17.5862238377356,0.228633,0.00393355873654323,0.302565973488994,0.0481708210070004,0.0695626427544201,0.0792091447186632
