,date,adj_close,close,high,low,open,volume,ticker,revenues,cost_of_goods,gross_profit,general/admin_expense,sales_+_marketing_expense,research_&_development,operating_income,interest_income/expense,other_income/expense_net,tax_expense,net_income,earnings_per_share_(basic),earnings_per_share_(diluted),weighted_average_shares,weighted_average_shares_(diluted),cash_and_equivalents,short-term_investments,cash_and_short-term_investments,receivables,inventory,other_current_assets,current_assets,property_plant_&_equipment,tax_assets,long-term_investments,goodwill,other_intangible_assets,goodwill_and_intangible_assets,other_non-current_assets,non-current_assets,other_assets,total_assets,payables,short-term_debt,tax_payables,deferred_revenue,other_current_liabilities,current_liabilities,long-term_debt,deferred_revenue_non-current,deferred_tax_non-current,other_non-current_liabilities,non-current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comp._income/loss,other_stockholders_equity,total_stockholders_equity,total_liabilities_&_stockholders_equity,depreciation_and_amortization,deferred_income_tax,stock_based_compensation,change_in_working_capital,accounts_receivables,accounts_payables,otherworkingcapital,other_non_cash_items,cash_flow_from_operating_activities,capital_expenditure,net_acquisitions,purchases_of_investments,other_investing,net_cash_from_investing,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activites,net_cash_from_financing,fx_effect,net_change_in_cash,cash_at_end_of_period,cash_at_start_of_period,ebitda,free_cash_flow,enterprise_valuation,market_capitalization,book_value_per_share,enterprise_value_to_ebitda,free_cash_flow_per_share,price_to_sales,price_to_earnings_ratio,price_to_book_value,price_to_free_cash_flow,earnings_yield,inventory_turnover,current_ratio,debt_to_equity_ratio,ebitda_margin,gross_margin,net_income_margin,dividend_yield,payout_ratio,return_on_assets,return_on_equity,return_on_capital,normalized_close,normalized_net_income,30_DMA,10_DMA,10_Day_Avg,Next_10_Day_Avg,signal,stock_quantity,total_buy_price,stock_profit,cumulative_profit
530,2012-05-08,17.11737823486328,20.292142868041992,20.41071319580078,19.95464324951172,20.34214210510254,497252000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09253061824335813,0.4460912222106252,21.44572614034017,20.919713973999027,20.919713973999027,19.795106887817383,SELL,0.0,0.0,0.0,579.0120849609375
531,2012-05-09,17.14750862121582,20.327856063842773,20.499286651611328,20.030357360839844,20.132143020629883,480704000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.0928090480343584,0.4460912222106252,21.391797510782876,20.773928260803224,20.773928260803224,19.800035667419433,SELL,0.0,0.0,0.0,579.0120849609375
532,2012-05-10,17.187870025634766,20.375713348388672,20.567142486572266,20.30142974853516,20.520713806152344,333200000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.0931821564452742,0.4460912222106252,21.335726038614908,20.641142463684083,20.641142463684083,19.78146438598633,SELL,0.0,0.0,0.0,579.0120849609375
533,2012-05-11,17.07309341430664,20.239643096923828,20.516786575317383,20.155357360839844,20.178571701049805,399546000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09212131574403737,0.4460912222106252,21.284357007344564,20.511535453796387,20.511535453796387,19.76567859649658,SELL,0.0,0.0,0.0,579.0120849609375
534,2012-05-14,16.817317962646484,19.93642807006836,20.268213272094727,19.91428565979004,20.091785430908203,352626400,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.0897573688985507,0.4460912222106252,21.235154596964517,20.419535446166993,20.419535446166993,19.815857124328613,SELL,0.0,0.0,0.0,579.0120849609375
535,2012-05-15,16.665180206298828,19.75607109069824,20.114999771118164,19.70535659790039,20.05178642272949,476336000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.08835125681741453,0.4460912222106252,21.15722599029541,20.31610679626465,20.31610679626465,19.908714294433594,BUY,1.0,19.75607109069824,0.0,579.0120849609375
536,2012-05-16,16.451580047607422,19.502857208251957,19.88892936706543,19.32285690307617,19.787500381469727,560896000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.08637713249762068,0.4460912222106252,21.05813077290853,20.173606872558594,20.173606872558594,20.021750068664552,BUY,2.0,39.258928298950195,0.0,579.0120849609375
537,2012-05-17,15.970762252807615,18.93285751342773,19.553571701049805,18.93285751342773,19.475357055664062,717220000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.08193325979618503,0.4460912222106252,20.94599984486898,19.988964080810547,19.988964080810547,20.131999969482422,BUY,3.0,58.19178581237793,0.0,579.0120849609375
538,2012-05-18,15.978586196899414,18.942142486572266,19.40749931335449,18.6492862701416,19.06999969482422,732292400,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.08200564797299499,0.4460912222106252,20.82302360534668,19.864428329467774,19.864428329467774,20.253107070922848,BUY,4.0,77.1339282989502,0.0,579.0120849609375
539,2012-05-21,16.90949821472168,20.045713424682617,20.05500030517578,19.073213577270508,19.08928680419922,631106000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09060938725653732,0.4460912222106252,20.733797391255695,19.835142517089842,19.835142517089842,20.258642768859865,BUY,5.0,97.17964172363281,0.0,579.0120849609375
540,2012-05-22,16.779659271240234,19.891786575317383,20.49571418762207,19.73500061035156,20.3410701751709,694870400,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.08940933165980038,0.4460912222106252,20.648714065551758,19.795106887817383,19.795106887817383,20.310392761230467,BUY,6.0,117.0714282989502,0.0,579.0120849609375
541,2012-05-23,17.1890811920166,20.37714385986328,20.457143783569336,19.758214950561523,19.91071319580078,584897600,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09319330910193142,0.4460912222106252,20.582475980122883,19.800035667419433,19.800035667419433,20.314535522460936,SELL,0.0,0.0,5.191434860229492,584.203519821167
542,2012-05-24,17.031219482421875,20.190000534057617,20.58928680419922,20.043928146362305,20.56678581237793,496230000,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09173428881761334,0.4460912222106252,20.51408316294352,19.78146438598633,19.78146438598633,20.368106842041016,BUY,1.0,20.190000534057617,0.0,584.203519821167
543,2012-05-25,16.939929962158203,20.081785202026367,20.20892906188965,19.945356369018555,20.163928985595703,328507200,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09089061264680633,0.4460912222106252,20.46296412150065,19.76567859649658,19.76567859649658,20.399821281433105,BUY,2.0,40.271785736083984,0.0,584.203519821167
544,2012-05-29,17.240598678588867,20.438213348388672,20.5,20.18964385986328,20.38928604125977,380508800,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09366942344973352,0.4460912222106252,20.453606923421223,19.815857124328613,19.815857124328613,20.41371421813965,SELL,0.0,0.0,0.6046409606933594,584.8081607818604
545,2012-05-30,17.44847297668457,20.684642791748047,20.71392822265625,20.234285354614254,20.32857131958008,529429600,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09559065443655433,0.4460912222106252,20.417261695861818,19.908714294433594,19.908714294433594,20.388678550720215,SELL,0.0,0.0,0.0,584.8081607818604
546,2012-05-31,17.40509605407715,20.633214950561523,20.76785659790039,20.40928649902344,20.74071311950684,491674400,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09518970899462205,0.4460912222106252,20.380821228027344,20.021750068664552,20.021750068664552,20.366535568237303,SELL,0.0,0.0,0.0,584.8081607818604
547,2012-06-01,16.900772094726562,20.035356521606445,20.45178604125977,20.01857185363769,20.3271427154541,520987600,AAPL,39186000.0,20622000.0,18564000.0,2339000.0,0.0,841000.0,15384000.0,0.0,148000.0,3910000.0,11622000.0,0.4393,0.4393,26456000.0,26456000.0,10121000.0,18417000.0,18417000.0,13769000.0,1102000.0,7303000.0,50712000.0,8847000.0,11704000.0,81638000.0,1141000.0,3604000.0,4745000.0,4992000.0,100222000.0,12295000.0,150934000.0,17011000.0,0.0,0.0,5247000.0,12235000.0,32036000.0,0.0,2446000.0,2253000.0,4696000.0,16400000.0,4696000.0,48436000.0,14850000.0,87124000.0,524000.0,0.0,102498000.0,150934000.0,740000.0,1459000.0,424000.0,-268000.0,1898000.0,-1505000.0,18676000.0,424000.0,13977000.0,-1457000.0,-350000.0,-44847000.0,-17333000.0,-14476000.0,-279000.0,286000.0,286000.0,0.0,-165000.0,310000.0,0.0,-189000.0,10121000.0,10310000.0,16272000.0,12468000.0,556368100.0,566489100.0,3.87428182642879,34.1917465585054,0.471273057151497,14.4564155565763,48.7428239545689,5.52683076742961,45.4354427333975,0.0205158404636559,18.7132486388385,1.58296915969534,0.472555562059748,0.41525,14.4564155565763,0.296586,0.0,0.0,0.0794998255682712,0.113387578294211,0.130632979528672,0.09052864202233889,0.4460912222106252,20.34933312733968,20.131999969482422,20.131999969482422,20.413464164733888,BUY,1.0,20.035356521606445,0.0,584.8081607818604
